"","layer","NUMPOINTS","Lines.NR","Lines.ID","Line.NR","coords.x1","coords.x2"
"80.3",0.71188,"26",81,"80",1,173.744759830428,-35.171923123873
"80.4",0.71188,"26",81,"80",1,173.744759830428,-35.122115428631
"81",0.71601,"24",82,"81",1,173.794554094228,-35.122115428631
"81.1",0.71601,"24",82,"81",1,173.844348358029,-35.122115428631
"81.2",0.71601,"24",82,"81",1,173.844348358029,-35.171923123873
"81.3",0.71601,"24",82,"81",1,173.794554094228,-35.171923123873
"81.4",0.71601,"24",82,"81",1,173.794554094228,-35.122115428631
"82",0.73778,"76",83,"82",1,173.844348358029,-35.122115428631
"82.1",0.73778,"76",83,"82",1,173.894142621829,-35.122115428631
"82.2",0.73778,"76",83,"82",1,173.894142621829,-35.171923123873
"82.3",0.73778,"76",83,"82",1,173.844348358029,-35.171923123873
"82.4",0.73778,"76",83,"82",1,173.844348358029,-35.122115428631
"83",0.7032,"67",84,"83",1,173.894142621829,-35.122115428631
"83.1",0.7032,"67",84,"83",1,173.94393688563,-35.122115428631
"83.2",0.7032,"67",84,"83",1,173.94393688563,-35.171923123873
"83.3",0.7032,"67",84,"83",1,173.894142621829,-35.171923123873
"83.4",0.7032,"67",84,"83",1,173.894142621829,-35.122115428631
"84",0.69417,"52",85,"84",1,173.94393688563,-35.122115428631
"84.1",0.69417,"52",85,"84",1,173.99373114943,-35.122115428631
"84.2",0.69417,"52",85,"84",1,173.99373114943,-35.171923123873
"84.3",0.69417,"52",85,"84",1,173.94393688563,-35.171923123873
"84.4",0.69417,"52",85,"84",1,173.94393688563,-35.122115428631
"85",0.69097,"20",86,"85",1,173.99373114943,-35.122115428631
"85.1",0.69097,"20",86,"85",1,174.043525413231,-35.122115428631
"85.2",0.69097,"20",86,"85",1,174.043525413231,-35.171923123873
"85.3",0.69097,"20",86,"85",1,173.99373114943,-35.171923123873
"85.4",0.69097,"20",86,"85",1,173.99373114943,-35.122115428631
"86",0.71492,"30",87,"86",1,174.043525413231,-35.122115428631
"86.1",0.71492,"30",87,"86",1,174.093319677031,-35.122115428631
"86.2",0.71492,"30",87,"86",1,174.093319677031,-35.171923123873
"86.3",0.71492,"30",87,"86",1,174.043525413231,-35.171923123873
"86.4",0.71492,"30",87,"86",1,174.043525413231,-35.122115428631
"87",0.22436,"0",88,"87",1,173.047640137221,-35.171923123873
"87.1",0.22436,"0",88,"87",1,173.097434401022,-35.171923123873
"87.2",0.22436,"0",88,"87",1,173.097434401022,-35.221730819115
"87.3",0.22436,"0",88,"87",1,173.047640137221,-35.221730819115
"87.4",0.22436,"0",88,"87",1,173.047640137221,-35.171923123873
"88",0.2525,"71",89,"88",1,173.147228664822,-35.171923123873
"88.1",0.2525,"71",89,"88",1,173.197022928623,-35.171923123873
"88.2",0.2525,"71",89,"88",1,173.197022928623,-35.221730819115
"88.3",0.2525,"71",89,"88",1,173.147228664822,-35.221730819115
"88.4",0.2525,"71",89,"88",1,173.147228664822,-35.171923123873
"89",0.30337,"4",90,"89",1,173.197022928623,-35.171923123873
"89.1",0.30337,"4",90,"89",1,173.246817192423,-35.171923123873
"89.2",0.30337,"4",90,"89",1,173.246817192423,-35.221730819115
"89.3",0.30337,"4",90,"89",1,173.197022928623,-35.221730819115
"89.4",0.30337,"4",90,"89",1,173.197022928623,-35.171923123873
"90",0.40361,"4",91,"90",1,173.246817192423,-35.171923123873
"90.1",0.40361,"4",91,"90",1,173.296611456223,-35.171923123873
"90.2",0.40361,"4",91,"90",1,173.296611456223,-35.221730819115
"90.3",0.40361,"4",91,"90",1,173.246817192423,-35.221730819115
"90.4",0.40361,"4",91,"90",1,173.246817192423,-35.171923123873
"91",0.49952,"46",92,"91",1,173.296611456223,-35.171923123873
"91.1",0.49952,"46",92,"91",1,173.346405720024,-35.171923123873
"91.2",0.49952,"46",92,"91",1,173.346405720024,-35.221730819115
"91.3",0.49952,"46",92,"91",1,173.296611456223,-35.221730819115
"91.4",0.49952,"46",92,"91",1,173.296611456223,-35.171923123873
"92",0.5568,"42",93,"92",1,173.346405720024,-35.171923123873
"92.1",0.5568,"42",93,"92",1,173.396199983824,-35.171923123873
"92.2",0.5568,"42",93,"92",1,173.396199983824,-35.221730819115
"92.3",0.5568,"42",93,"92",1,173.346405720024,-35.221730819115
"92.4",0.5568,"42",93,"92",1,173.346405720024,-35.171923123873
"93",0.56134,"4",94,"93",1,173.396199983824,-35.171923123873
"93.1",0.56134,"4",94,"93",1,173.445994247625,-35.171923123873
"93.2",0.56134,"4",94,"93",1,173.445994247625,-35.221730819115
"93.3",0.56134,"4",94,"93",1,173.396199983824,-35.221730819115
"93.4",0.56134,"4",94,"93",1,173.396199983824,-35.171923123873
"94",0.59666,"0",95,"94",1,173.445994247625,-35.171923123873
"94.1",0.59666,"0",95,"94",1,173.495788511425,-35.171923123873
"94.2",0.59666,"0",95,"94",1,173.495788511425,-35.221730819115
"94.3",0.59666,"0",95,"94",1,173.445994247625,-35.221730819115
"94.4",0.59666,"0",95,"94",1,173.445994247625,-35.171923123873
"95",0.6083,"33",96,"95",1,173.495788511425,-35.171923123873
"95.1",0.6083,"33",96,"95",1,173.545582775226,-35.171923123873
"95.2",0.6083,"33",96,"95",1,173.545582775226,-35.221730819115
"95.3",0.6083,"33",96,"95",1,173.495788511425,-35.221730819115
"95.4",0.6083,"33",96,"95",1,173.495788511425,-35.171923123873
"96",0.63743,"3",97,"96",1,173.545582775226,-35.171923123873
"96.1",0.63743,"3",97,"96",1,173.595377039026,-35.171923123873
"96.2",0.63743,"3",97,"96",1,173.595377039026,-35.221730819115
"96.3",0.63743,"3",97,"96",1,173.545582775226,-35.221730819115
"96.4",0.63743,"3",97,"96",1,173.545582775226,-35.171923123873
"97",0.60245,"0",98,"97",1,173.595377039026,-35.171923123873
"97.1",0.60245,"0",98,"97",1,173.645171302827,-35.171923123873
"97.2",0.60245,"0",98,"97",1,173.645171302827,-35.221730819115
"97.3",0.60245,"0",98,"97",1,173.595377039026,-35.221730819115
"97.4",0.60245,"0",98,"97",1,173.595377039026,-35.171923123873
"98",0.65433,"0",99,"98",1,173.645171302827,-35.171923123873
"98.1",0.65433,"0",99,"98",1,173.694965566627,-35.171923123873
"98.2",0.65433,"0",99,"98",1,173.694965566627,-35.221730819115
"98.3",0.65433,"0",99,"98",1,173.645171302827,-35.221730819115
"98.4",0.65433,"0",99,"98",1,173.645171302827,-35.171923123873
"99",0.68737,"0",100,"99",1,173.694965566627,-35.171923123873
"99.1",0.68737,"0",100,"99",1,173.744759830428,-35.171923123873
"99.2",0.68737,"0",100,"99",1,173.744759830428,-35.221730819115
"99.3",0.68737,"0",100,"99",1,173.694965566627,-35.221730819115
"99.4",0.68737,"0",100,"99",1,173.694965566627,-35.171923123873
"100",0.77253,"5",101,"100",1,173.744759830428,-35.171923123873
"100.1",0.77253,"5",101,"100",1,173.794554094228,-35.171923123873
"100.2",0.77253,"5",101,"100",1,173.794554094228,-35.221730819115
"100.3",0.77253,"5",101,"100",1,173.744759830428,-35.221730819115
"100.4",0.77253,"5",101,"100",1,173.744759830428,-35.171923123873
"101",0.8573,"31",102,"101",1,173.794554094228,-35.171923123873
"101.1",0.8573,"31",102,"101",1,173.844348358029,-35.171923123873
"101.2",0.8573,"31",102,"101",1,173.844348358029,-35.221730819115
"101.3",0.8573,"31",102,"101",1,173.794554094228,-35.221730819115
"101.4",0.8573,"31",102,"101",1,173.794554094228,-35.171923123873
"102",0.75433,"187",103,"102",1,173.844348358029,-35.171923123873
"102.1",0.75433,"187",103,"102",1,173.894142621829,-35.171923123873
"102.2",0.75433,"187",103,"102",1,173.894142621829,-35.221730819115
"102.3",0.75433,"187",103,"102",1,173.844348358029,-35.221730819115
"102.4",0.75433,"187",103,"102",1,173.844348358029,-35.171923123873
"103",0.72032,"556",104,"103",1,173.894142621829,-35.171923123873
"103.1",0.72032,"556",104,"103",1,173.94393688563,-35.171923123873
"103.2",0.72032,"556",104,"103",1,173.94393688563,-35.221730819115
"103.3",0.72032,"556",104,"103",1,173.894142621829,-35.221730819115
"103.4",0.72032,"556",104,"103",1,173.894142621829,-35.171923123873
"104",0.71394,"1126",105,"104",1,173.94393688563,-35.171923123873
"104.1",0.71394,"1126",105,"104",1,173.99373114943,-35.171923123873
"104.2",0.71394,"1126",105,"104",1,173.99373114943,-35.221730819115
"104.3",0.71394,"1126",105,"104",1,173.94393688563,-35.221730819115
"104.4",0.71394,"1126",105,"104",1,173.94393688563,-35.171923123873
"105",0.75185,"32",106,"105",1,174.043525413231,-35.171923123873
"105.1",0.75185,"32",106,"105",1,174.093319677031,-35.171923123873
"105.2",0.75185,"32",106,"105",1,174.093319677031,-35.221730819115
"105.3",0.75185,"32",106,"105",1,174.043525413231,-35.221730819115
"105.4",0.75185,"32",106,"105",1,174.043525413231,-35.171923123873
"106",0.24197,"0",107,"106",1,173.097434401022,-35.221730819115
"106.1",0.24197,"0",107,"106",1,173.147228664822,-35.221730819115
"106.2",0.24197,"0",107,"106",1,173.147228664822,-35.271538514357
"106.3",0.24197,"0",107,"106",1,173.097434401022,-35.271538514357
"106.4",0.24197,"0",107,"106",1,173.097434401022,-35.221730819115
"107",0.28762,"2",108,"107",1,173.147228664822,-35.221730819115
"107.1",0.28762,"2",108,"107",1,173.197022928623,-35.221730819115
"107.2",0.28762,"2",108,"107",1,173.197022928623,-35.271538514357
"107.3",0.28762,"2",108,"107",1,173.147228664822,-35.271538514357
"107.4",0.28762,"2",108,"107",1,173.147228664822,-35.221730819115
"108",0.39394,"62",109,"108",1,173.197022928623,-35.221730819115
"108.1",0.39394,"62",109,"108",1,173.246817192423,-35.221730819115
"108.2",0.39394,"62",109,"108",1,173.246817192423,-35.271538514357
"108.3",0.39394,"62",109,"108",1,173.197022928623,-35.271538514357
"108.4",0.39394,"62",109,"108",1,173.197022928623,-35.221730819115
"109",0.46058,"18",110,"109",1,173.246817192423,-35.221730819115
"109.1",0.46058,"18",110,"109",1,173.296611456223,-35.221730819115
"109.2",0.46058,"18",110,"109",1,173.296611456223,-35.271538514357
"109.3",0.46058,"18",110,"109",1,173.246817192423,-35.271538514357
"109.4",0.46058,"18",110,"109",1,173.246817192423,-35.221730819115
"110",0.50519,"6",111,"110",1,173.296611456223,-35.221730819115
"110.1",0.50519,"6",111,"110",1,173.346405720024,-35.221730819115
"110.2",0.50519,"6",111,"110",1,173.346405720024,-35.271538514357
"110.3",0.50519,"6",111,"110",1,173.296611456223,-35.271538514357
"110.4",0.50519,"6",111,"110",1,173.296611456223,-35.221730819115
"111",0.5695,"37",112,"111",1,173.346405720024,-35.221730819115
"111.1",0.5695,"37",112,"111",1,173.396199983824,-35.221730819115
"111.2",0.5695,"37",112,"111",1,173.396199983824,-35.271538514357
"111.3",0.5695,"37",112,"111",1,173.346405720024,-35.271538514357
"111.4",0.5695,"37",112,"111",1,173.346405720024,-35.221730819115
"112",0.59866,"8",113,"112",1,173.396199983824,-35.221730819115
"112.1",0.59866,"8",113,"112",1,173.445994247625,-35.221730819115
"112.2",0.59866,"8",113,"112",1,173.445994247625,-35.271538514357
"112.3",0.59866,"8",113,"112",1,173.396199983824,-35.271538514357
"112.4",0.59866,"8",113,"112",1,173.396199983824,-35.221730819115
"113",0.65097,"14",114,"113",1,173.445994247625,-35.221730819115
"113.1",0.65097,"14",114,"113",1,173.495788511425,-35.221730819115
"113.2",0.65097,"14",114,"113",1,173.495788511425,-35.271538514357
"113.3",0.65097,"14",114,"113",1,173.445994247625,-35.271538514357
"113.4",0.65097,"14",114,"113",1,173.445994247625,-35.221730819115
"114",0.63165,"23",115,"114",1,173.495788511425,-35.221730819115
"114.1",0.63165,"23",115,"114",1,173.545582775226,-35.221730819115
"114.2",0.63165,"23",115,"114",1,173.545582775226,-35.271538514357
"114.3",0.63165,"23",115,"114",1,173.495788511425,-35.271538514357
"114.4",0.63165,"23",115,"114",1,173.495788511425,-35.221730819115
"115",0.62517,"13",116,"115",1,173.545582775226,-35.221730819115
"115.1",0.62517,"13",116,"115",1,173.595377039026,-35.221730819115
"115.2",0.62517,"13",116,"115",1,173.595377039026,-35.271538514357
"115.3",0.62517,"13",116,"115",1,173.545582775226,-35.271538514357
"115.4",0.62517,"13",116,"115",1,173.545582775226,-35.221730819115
"116",0.67833,"1",117,"116",1,173.595377039026,-35.221730819115
"116.1",0.67833,"1",117,"116",1,173.645171302827,-35.221730819115
"116.2",0.67833,"1",117,"116",1,173.645171302827,-35.271538514357
"116.3",0.67833,"1",117,"116",1,173.595377039026,-35.271538514357
"116.4",0.67833,"1",117,"116",1,173.595377039026,-35.221730819115
"117",0.67403,"0",118,"117",1,173.645171302827,-35.221730819115
"117.1",0.67403,"0",118,"117",1,173.694965566627,-35.221730819115
"117.2",0.67403,"0",118,"117",1,173.694965566627,-35.271538514357
"117.3",0.67403,"0",118,"117",1,173.645171302827,-35.271538514357
"117.4",0.67403,"0",118,"117",1,173.645171302827,-35.221730819115
"118",0.72867,"0",119,"118",1,173.694965566627,-35.221730819115
"118.1",0.72867,"0",119,"118",1,173.744759830428,-35.221730819115
"118.2",0.72867,"0",119,"118",1,173.744759830428,-35.271538514357
"118.3",0.72867,"0",119,"118",1,173.694965566627,-35.271538514357
"118.4",0.72867,"0",119,"118",1,173.694965566627,-35.221730819115
"119",0.80827,"10",120,"119",1,173.744759830428,-35.221730819115
"119.1",0.80827,"10",120,"119",1,173.794554094228,-35.221730819115
"119.2",0.80827,"10",120,"119",1,173.794554094228,-35.271538514357
"119.3",0.80827,"10",120,"119",1,173.744759830428,-35.271538514357
"119.4",0.80827,"10",120,"119",1,173.744759830428,-35.221730819115
"120",0.86262,"28",121,"120",1,173.794554094228,-35.221730819115
"120.1",0.86262,"28",121,"120",1,173.844348358029,-35.221730819115
"120.2",0.86262,"28",121,"120",1,173.844348358029,-35.271538514357
"120.3",0.86262,"28",121,"120",1,173.794554094228,-35.271538514357
"120.4",0.86262,"28",121,"120",1,173.794554094228,-35.221730819115
"121",0.81673,"107",122,"121",1,173.844348358029,-35.221730819115
"121.1",0.81673,"107",122,"121",1,173.894142621829,-35.221730819115
"121.2",0.81673,"107",122,"121",1,173.894142621829,-35.271538514357
"121.3",0.81673,"107",122,"121",1,173.844348358029,-35.271538514357
"121.4",0.81673,"107",122,"121",1,173.844348358029,-35.221730819115
"122",0.72659,"592",123,"122",1,173.894142621829,-35.221730819115
"122.1",0.72659,"592",123,"122",1,173.94393688563,-35.221730819115
"122.2",0.72659,"592",123,"122",1,173.94393688563,-35.271538514357
"122.3",0.72659,"592",123,"122",1,173.894142621829,-35.271538514357
"122.4",0.72659,"592",123,"122",1,173.894142621829,-35.221730819115
"123",0.76736,"1306",124,"123",1,173.94393688563,-35.221730819115
"123.1",0.76736,"1306",124,"123",1,173.99373114943,-35.221730819115
"123.2",0.76736,"1306",124,"123",1,173.99373114943,-35.271538514357
"123.3",0.76736,"1306",124,"123",1,173.94393688563,-35.271538514357
"123.4",0.76736,"1306",124,"123",1,173.94393688563,-35.221730819115
"124",0.7919,"23",125,"124",1,173.99373114943,-35.221730819115
"124.1",0.7919,"23",125,"124",1,174.043525413231,-35.221730819115
"124.2",0.7919,"23",125,"124",1,174.043525413231,-35.271538514357
"124.3",0.7919,"23",125,"124",1,173.99373114943,-35.271538514357
"124.4",0.7919,"23",125,"124",1,173.99373114943,-35.221730819115
"125",0.2948,"7",126,"125",1,173.147228664822,-35.271538514357
"125.1",0.2948,"7",126,"125",1,173.197022928623,-35.271538514357
"125.2",0.2948,"7",126,"125",1,173.197022928623,-35.321346209599
"125.3",0.2948,"7",126,"125",1,173.147228664822,-35.321346209599
"125.4",0.2948,"7",126,"125",1,173.147228664822,-35.271538514357
"126",0.44056,"30",127,"126",1,173.197022928623,-35.271538514357
"126.1",0.44056,"30",127,"126",1,173.246817192423,-35.271538514357
"126.2",0.44056,"30",127,"126",1,173.246817192423,-35.321346209599
"126.3",0.44056,"30",127,"126",1,173.197022928623,-35.321346209599
"126.4",0.44056,"30",127,"126",1,173.197022928623,-35.271538514357
"127",0.47922,"6",128,"127",1,173.246817192423,-35.271538514357
"127.1",0.47922,"6",128,"127",1,173.296611456223,-35.271538514357
"127.2",0.47922,"6",128,"127",1,173.296611456223,-35.321346209599
"127.3",0.47922,"6",128,"127",1,173.246817192423,-35.321346209599
"127.4",0.47922,"6",128,"127",1,173.246817192423,-35.271538514357
"128",0.53455,"14",129,"128",1,173.296611456223,-35.271538514357
"128.1",0.53455,"14",129,"128",1,173.346405720024,-35.271538514357
"128.2",0.53455,"14",129,"128",1,173.346405720024,-35.321346209599
"128.3",0.53455,"14",129,"128",1,173.296611456223,-35.321346209599
"128.4",0.53455,"14",129,"128",1,173.296611456223,-35.271538514357
"129",0.61065,"25",130,"129",1,173.346405720024,-35.271538514357
"129.1",0.61065,"25",130,"129",1,173.396199983824,-35.271538514357
"129.2",0.61065,"25",130,"129",1,173.396199983824,-35.321346209599
"129.3",0.61065,"25",130,"129",1,173.346405720024,-35.321346209599
"129.4",0.61065,"25",130,"129",1,173.346405720024,-35.271538514357
"130",0.6442,"11",131,"130",1,173.396199983824,-35.271538514357
"130.1",0.6442,"11",131,"130",1,173.445994247625,-35.271538514357
"130.2",0.6442,"11",131,"130",1,173.445994247625,-35.321346209599
"130.3",0.6442,"11",131,"130",1,173.396199983824,-35.321346209599
"130.4",0.6442,"11",131,"130",1,173.396199983824,-35.271538514357
"131",0.63036,"10",132,"131",1,173.445994247625,-35.271538514357
"131.1",0.63036,"10",132,"131",1,173.495788511425,-35.271538514357
"131.2",0.63036,"10",132,"131",1,173.495788511425,-35.321346209599
"131.3",0.63036,"10",132,"131",1,173.445994247625,-35.321346209599
"131.4",0.63036,"10",132,"131",1,173.445994247625,-35.271538514357
"132",0.56581,"32",133,"132",1,173.545582775226,-35.271538514357
"132.1",0.56581,"32",133,"132",1,173.595377039026,-35.271538514357
"132.2",0.56581,"32",133,"132",1,173.595377039026,-35.321346209599
"132.3",0.56581,"32",133,"132",1,173.545582775226,-35.321346209599
"132.4",0.56581,"32",133,"132",1,173.545582775226,-35.271538514357
"133",0.6011,"26",134,"133",1,173.595377039026,-35.271538514357
"133.1",0.6011,"26",134,"133",1,173.645171302827,-35.271538514357
"133.2",0.6011,"26",134,"133",1,173.645171302827,-35.321346209599
"133.3",0.6011,"26",134,"133",1,173.595377039026,-35.321346209599
"133.4",0.6011,"26",134,"133",1,173.595377039026,-35.271538514357
"134",0.6365,"42",135,"134",1,173.645171302827,-35.271538514357
"134.1",0.6365,"42",135,"134",1,173.694965566627,-35.271538514357
"134.2",0.6365,"42",135,"134",1,173.694965566627,-35.321346209599
"134.3",0.6365,"42",135,"134",1,173.645171302827,-35.321346209599
"134.4",0.6365,"42",135,"134",1,173.645171302827,-35.271538514357
"135",0.66588,"41",136,"135",1,173.694965566627,-35.271538514357
"135.1",0.66588,"41",136,"135",1,173.744759830428,-35.271538514357
"135.2",0.66588,"41",136,"135",1,173.744759830428,-35.321346209599
"135.3",0.66588,"41",136,"135",1,173.694965566627,-35.321346209599
"135.4",0.66588,"41",136,"135",1,173.694965566627,-35.271538514357
"136",0.733,"80",137,"136",1,173.744759830428,-35.271538514357
"136.1",0.733,"80",137,"136",1,173.794554094228,-35.271538514357
"136.2",0.733,"80",137,"136",1,173.794554094228,-35.321346209599
"136.3",0.733,"80",137,"136",1,173.744759830428,-35.321346209599
"136.4",0.733,"80",137,"136",1,173.744759830428,-35.271538514357
"137",0.79428,"43",138,"137",1,173.794554094228,-35.271538514357
"137.1",0.79428,"43",138,"137",1,173.844348358029,-35.271538514357
"137.2",0.79428,"43",138,"137",1,173.844348358029,-35.321346209599
"137.3",0.79428,"43",138,"137",1,173.794554094228,-35.321346209599
"137.4",0.79428,"43",138,"137",1,173.794554094228,-35.271538514357
"138",0.75967,"91",139,"138",1,173.844348358029,-35.271538514357
"138.1",0.75967,"91",139,"138",1,173.894142621829,-35.271538514357
"138.2",0.75967,"91",139,"138",1,173.894142621829,-35.321346209599
"138.3",0.75967,"91",139,"138",1,173.844348358029,-35.321346209599
"138.4",0.75967,"91",139,"138",1,173.844348358029,-35.271538514357
"139",0.72813,"94",140,"139",1,173.894142621829,-35.271538514357
"139.1",0.72813,"94",140,"139",1,173.94393688563,-35.271538514357
"139.2",0.72813,"94",140,"139",1,173.94393688563,-35.321346209599
"139.3",0.72813,"94",140,"139",1,173.894142621829,-35.321346209599
"139.4",0.72813,"94",140,"139",1,173.894142621829,-35.271538514357
"140",0.78664,"70",141,"140",1,173.94393688563,-35.271538514357
"140.1",0.78664,"70",141,"140",1,173.99373114943,-35.271538514357
"140.2",0.78664,"70",141,"140",1,173.99373114943,-35.321346209599
"140.3",0.78664,"70",141,"140",1,173.94393688563,-35.321346209599
