"","layer","NUMPOINTS","Lines.NR","Lines.ID","Line.NR","coords.x1","coords.x2"
"11226.3",3.91735,"299",11227,"11226",1,168.366979339976,-46.37865455334
"11226.4",3.91735,"299",11227,"11226",1,168.366979339976,-46.328846858098
"11227",4.04613,"170",11228,"11227",1,168.416773603777,-46.328846858098
"11227.1",4.04613,"170",11228,"11227",1,168.466567867577,-46.328846858098
"11227.2",4.04613,"170",11228,"11227",1,168.466567867577,-46.37865455334
"11227.3",4.04613,"170",11228,"11227",1,168.416773603777,-46.37865455334
"11227.4",4.04613,"170",11228,"11227",1,168.416773603777,-46.328846858098
"11228",4.2232,"35",11229,"11228",1,168.466567867577,-46.328846858098
"11228.1",4.2232,"35",11229,"11228",1,168.516362131378,-46.328846858098
"11228.2",4.2232,"35",11229,"11228",1,168.516362131378,-46.37865455334
"11228.3",4.2232,"35",11229,"11228",1,168.466567867577,-46.37865455334
"11228.4",4.2232,"35",11229,"11228",1,168.466567867577,-46.328846858098
"11229",4.32001,"114",11230,"11229",1,168.516362131378,-46.328846858098
"11229.1",4.32001,"114",11230,"11229",1,168.566156395178,-46.328846858098
"11229.2",4.32001,"114",11230,"11229",1,168.566156395178,-46.37865455334
"11229.3",4.32001,"114",11230,"11229",1,168.516362131378,-46.37865455334
"11229.4",4.32001,"114",11230,"11229",1,168.516362131378,-46.328846858098
"11230",4.26311,"22",11231,"11230",1,168.566156395178,-46.328846858098
"11230.1",4.26311,"22",11231,"11230",1,168.615950658979,-46.328846858098
"11230.2",4.26311,"22",11231,"11230",1,168.615950658979,-46.37865455334
"11230.3",4.26311,"22",11231,"11230",1,168.566156395178,-46.37865455334
"11230.4",4.26311,"22",11231,"11230",1,168.566156395178,-46.328846858098
"11231",4.1519,"26",11232,"11231",1,168.615950658979,-46.328846858098
"11231.1",4.1519,"26",11232,"11231",1,168.665744922779,-46.328846858098
"11231.2",4.1519,"26",11232,"11231",1,168.665744922779,-46.37865455334
"11231.3",4.1519,"26",11232,"11231",1,168.615950658979,-46.37865455334
"11231.4",4.1519,"26",11232,"11231",1,168.615950658979,-46.328846858098
"11232",4.01986,"10",11233,"11232",1,168.665744922779,-46.328846858098
"11232.1",4.01986,"10",11233,"11232",1,168.71553918658,-46.328846858098
"11232.2",4.01986,"10",11233,"11232",1,168.71553918658,-46.37865455334
"11232.3",4.01986,"10",11233,"11232",1,168.665744922779,-46.37865455334
"11232.4",4.01986,"10",11233,"11232",1,168.665744922779,-46.328846858098
"11233",3.90114,"20",11234,"11233",1,168.71553918658,-46.328846858098
"11233.1",3.90114,"20",11234,"11233",1,168.76533345038,-46.328846858098
"11233.2",3.90114,"20",11234,"11233",1,168.76533345038,-46.37865455334
"11233.3",3.90114,"20",11234,"11233",1,168.71553918658,-46.37865455334
"11233.4",3.90114,"20",11234,"11233",1,168.71553918658,-46.328846858098
"11234",3.78242,"27",11235,"11234",1,168.76533345038,-46.328846858098
"11234.1",3.78242,"27",11235,"11234",1,168.815127714181,-46.328846858098
"11234.2",3.78242,"27",11235,"11234",1,168.815127714181,-46.37865455334
"11234.3",3.78242,"27",11235,"11234",1,168.76533345038,-46.37865455334
"11234.4",3.78242,"27",11235,"11234",1,168.76533345038,-46.328846858098
"11235",3.7674,"125",11236,"11235",1,168.815127714181,-46.328846858098
"11235.1",3.7674,"125",11236,"11235",1,168.864921977981,-46.328846858098
"11235.2",3.7674,"125",11236,"11235",1,168.864921977981,-46.37865455334
"11235.3",3.7674,"125",11236,"11235",1,168.815127714181,-46.37865455334
"11235.4",3.7674,"125",11236,"11235",1,168.815127714181,-46.328846858098
"11236",3.81593,"16",11237,"11236",1,168.864921977981,-46.328846858098
"11236.1",3.81593,"16",11237,"11236",1,168.914716241782,-46.328846858098
"11236.2",3.81593,"16",11237,"11236",1,168.914716241782,-46.37865455334
"11236.3",3.81593,"16",11237,"11236",1,168.864921977981,-46.37865455334
"11236.4",3.81593,"16",11237,"11236",1,168.864921977981,-46.328846858098
"11237",3.87964,"9",11238,"11237",1,168.914716241782,-46.328846858098
"11237.1",3.87964,"9",11238,"11237",1,168.964510505582,-46.328846858098
"11237.2",3.87964,"9",11238,"11237",1,168.964510505582,-46.37865455334
"11237.3",3.87964,"9",11238,"11237",1,168.914716241782,-46.37865455334
"11237.4",3.87964,"9",11238,"11237",1,168.914716241782,-46.328846858098
"11238",3.96829,"10",11239,"11238",1,168.964510505582,-46.328846858098
"11238.1",3.96829,"10",11239,"11238",1,169.014304769383,-46.328846858098
"11238.2",3.96829,"10",11239,"11238",1,169.014304769383,-46.37865455334
"11238.3",3.96829,"10",11239,"11238",1,168.964510505582,-46.37865455334
"11238.4",3.96829,"10",11239,"11238",1,168.964510505582,-46.328846858098
"11239",4.44966,"0",11240,"11239",1,169.014304769383,-46.328846858098
"11239.1",4.44966,"0",11240,"11239",1,169.064099033183,-46.328846858098
"11239.2",4.44966,"0",11240,"11239",1,169.064099033183,-46.37865455334
"11239.3",4.44966,"0",11240,"11239",1,169.014304769383,-46.37865455334
"11239.4",4.44966,"0",11240,"11239",1,169.014304769383,-46.328846858098
"11240",4.71752,"0",11241,"11240",1,169.064099033183,-46.328846858098
"11240.1",4.71752,"0",11241,"11240",1,169.113893296984,-46.328846858098
"11240.2",4.71752,"0",11241,"11240",1,169.113893296984,-46.37865455334
"11240.3",4.71752,"0",11241,"11240",1,169.064099033183,-46.37865455334
"11240.4",4.71752,"0",11241,"11240",1,169.064099033183,-46.328846858098
"11241",4.88842,"0",11242,"11241",1,169.113893296983,-46.328846858098
"11241.1",4.88842,"0",11242,"11241",1,169.163687560784,-46.328846858098
"11241.2",4.88842,"0",11242,"11241",1,169.163687560784,-46.37865455334
"11241.3",4.88842,"0",11242,"11241",1,169.113893296983,-46.37865455334
"11241.4",4.88842,"0",11242,"11241",1,169.113893296983,-46.328846858098
"11242",5.06725,"6",11243,"11242",1,169.163687560784,-46.328846858098
"11242.1",5.06725,"6",11243,"11242",1,169.213481824584,-46.328846858098
"11242.2",5.06725,"6",11243,"11242",1,169.213481824584,-46.37865455334
"11242.3",5.06725,"6",11243,"11242",1,169.163687560784,-46.37865455334
"11242.4",5.06725,"6",11243,"11242",1,169.163687560784,-46.328846858098
"11243",5.19128,"0",11244,"11243",1,169.213481824584,-46.328846858098
"11243.1",5.19128,"0",11244,"11243",1,169.263276088385,-46.328846858098
"11243.2",5.19128,"0",11244,"11243",1,169.263276088385,-46.37865455334
"11243.3",5.19128,"0",11244,"11243",1,169.213481824584,-46.37865455334
"11243.4",5.19128,"0",11244,"11243",1,169.213481824584,-46.328846858098
"11244",5.27522,"0",11245,"11244",1,169.263276088385,-46.328846858098
"11244.1",5.27522,"0",11245,"11244",1,169.313070352185,-46.328846858098
"11244.2",5.27522,"0",11245,"11244",1,169.313070352185,-46.37865455334
"11244.3",5.27522,"0",11245,"11244",1,169.263276088385,-46.37865455334
"11244.4",5.27522,"0",11245,"11244",1,169.263276088385,-46.328846858098
"11245",5.31238,"0",11246,"11245",1,169.313070352185,-46.328846858098
"11245.1",5.31238,"0",11246,"11245",1,169.362864615986,-46.328846858098
"11245.2",5.31238,"0",11246,"11245",1,169.362864615986,-46.37865455334
"11245.3",5.31238,"0",11246,"11245",1,169.313070352185,-46.37865455334
"11245.4",5.31238,"0",11246,"11245",1,169.313070352185,-46.328846858098
"11246",5.05344,"0",11247,"11246",1,169.362864615986,-46.328846858098
"11246.1",5.05344,"0",11247,"11246",1,169.412658879786,-46.328846858098
"11246.2",5.05344,"0",11247,"11246",1,169.412658879786,-46.37865455334
"11246.3",5.05344,"0",11247,"11246",1,169.362864615986,-46.37865455334
"11246.4",5.05344,"0",11247,"11246",1,169.362864615986,-46.328846858098
"11247",4.38168,"3",11248,"11247",1,169.412658879786,-46.328846858098
"11247.1",4.38168,"3",11248,"11247",1,169.462453143587,-46.328846858098
"11247.2",4.38168,"3",11248,"11247",1,169.462453143587,-46.37865455334
"11247.3",4.38168,"3",11248,"11247",1,169.412658879786,-46.37865455334
"11247.4",4.38168,"3",11248,"11247",1,169.412658879786,-46.328846858098
"11248",4.05133,"6",11249,"11248",1,169.462453143587,-46.328846858098
"11248.1",4.05133,"6",11249,"11248",1,169.512247407387,-46.328846858098
"11248.2",4.05133,"6",11249,"11248",1,169.512247407387,-46.37865455334
"11248.3",4.05133,"6",11249,"11248",1,169.462453143587,-46.37865455334
"11248.4",4.05133,"6",11249,"11248",1,169.462453143587,-46.328846858098
"11249",3.63338,"6",11250,"11249",1,169.512247407387,-46.328846858098
"11249.1",3.63338,"6",11250,"11249",1,169.562041671188,-46.328846858098
"11249.2",3.63338,"6",11250,"11249",1,169.562041671188,-46.37865455334
"11249.3",3.63338,"6",11250,"11249",1,169.512247407387,-46.37865455334
"11249.4",3.63338,"6",11250,"11249",1,169.512247407387,-46.328846858098
"11250",3.04077,"0",11251,"11250",1,169.562041671188,-46.328846858098
"11250.1",3.04077,"0",11251,"11250",1,169.611835934988,-46.328846858098
"11250.2",3.04077,"0",11251,"11250",1,169.611835934988,-46.37865455334
"11250.3",3.04077,"0",11251,"11250",1,169.562041671188,-46.37865455334
"11250.4",3.04077,"0",11251,"11250",1,169.562041671188,-46.328846858098
"11251",2.6694,"3",11252,"11251",1,169.611835934988,-46.328846858098
"11251.1",2.6694,"3",11252,"11251",1,169.661630198789,-46.328846858098
"11251.2",2.6694,"3",11252,"11251",1,169.661630198789,-46.37865455334
"11251.3",2.6694,"3",11252,"11251",1,169.611835934988,-46.37865455334
"11251.4",2.6694,"3",11252,"11251",1,169.611835934988,-46.328846858098
"11252",2.47407,"9",11253,"11252",1,169.661630198789,-46.328846858098
"11252.1",2.47407,"9",11253,"11252",1,169.711424462589,-46.328846858098
"11252.2",2.47407,"9",11253,"11252",1,169.711424462589,-46.37865455334
"11252.3",2.47407,"9",11253,"11252",1,169.661630198789,-46.37865455334
"11252.4",2.47407,"9",11253,"11252",1,169.661630198789,-46.328846858098
"11253",2.38342,"22",11254,"11253",1,169.711424462589,-46.328846858098
"11253.1",2.38342,"22",11254,"11253",1,169.76121872639,-46.328846858098
"11253.2",2.38342,"22",11254,"11253",1,169.76121872639,-46.37865455334
"11253.3",2.38342,"22",11254,"11253",1,169.711424462589,-46.37865455334
"11253.4",2.38342,"22",11254,"11253",1,169.711424462589,-46.328846858098
"11254",2.34733,"34",11255,"11254",1,169.76121872639,-46.328846858098
"11254.1",2.34733,"34",11255,"11254",1,169.81101299019,-46.328846858098
"11254.2",2.34733,"34",11255,"11254",1,169.81101299019,-46.37865455334
"11254.3",2.34733,"34",11255,"11254",1,169.76121872639,-46.37865455334
"11254.4",2.34733,"34",11255,"11254",1,169.76121872639,-46.328846858098
"11255",3.83718,"197",11256,"11255",1,168.267390812375,-46.37865455334
"11255.1",3.83718,"197",11256,"11255",1,168.317185076176,-46.37865455334
"11255.2",3.83718,"197",11256,"11255",1,168.317185076176,-46.428462248582
"11255.3",3.83718,"197",11256,"11255",1,168.267390812375,-46.428462248582
"11255.4",3.83718,"197",11256,"11255",1,168.267390812375,-46.37865455334
"11256",3.99617,"6146",11257,"11256",1,168.317185076176,-46.37865455334
"11256.1",3.99617,"6146",11257,"11256",1,168.366979339976,-46.37865455334
"11256.2",3.99617,"6146",11257,"11256",1,168.366979339976,-46.428462248582
"11256.3",3.99617,"6146",11257,"11256",1,168.317185076176,-46.428462248582
"11256.4",3.99617,"6146",11257,"11256",1,168.317185076176,-46.37865455334
"11257",4.05715,"7556",11258,"11257",1,168.366979339976,-46.37865455334
"11257.1",4.05715,"7556",11258,"11257",1,168.416773603777,-46.37865455334
"11257.2",4.05715,"7556",11258,"11257",1,168.416773603777,-46.428462248582
"11257.3",4.05715,"7556",11258,"11257",1,168.366979339976,-46.428462248582
"11257.4",4.05715,"7556",11258,"11257",1,168.366979339976,-46.37865455334
"11258",4.18687,"255",11259,"11258",1,168.416773603777,-46.37865455334
"11258.1",4.18687,"255",11259,"11258",1,168.466567867577,-46.37865455334
"11258.2",4.18687,"255",11259,"11258",1,168.466567867577,-46.428462248582
"11258.3",4.18687,"255",11259,"11258",1,168.416773603777,-46.428462248582
"11258.4",4.18687,"255",11259,"11258",1,168.416773603777,-46.37865455334
"11259",4.34848,"62",11260,"11259",1,168.466567867577,-46.37865455334
"11259.1",4.34848,"62",11260,"11259",1,168.516362131378,-46.37865455334
"11259.2",4.34848,"62",11260,"11259",1,168.516362131378,-46.428462248582
"11259.3",4.34848,"62",11260,"11259",1,168.466567867577,-46.428462248582
"11259.4",4.34848,"62",11260,"11259",1,168.466567867577,-46.37865455334
"11260",4.43029,"30",11261,"11260",1,168.516362131378,-46.37865455334
"11260.1",4.43029,"30",11261,"11260",1,168.566156395178,-46.37865455334
"11260.2",4.43029,"30",11261,"11260",1,168.566156395178,-46.428462248582
"11260.3",4.43029,"30",11261,"11260",1,168.516362131378,-46.428462248582
"11260.4",4.43029,"30",11261,"11260",1,168.516362131378,-46.37865455334
"11261",4.32988,"13",11262,"11261",1,168.566156395178,-46.37865455334
"11261.1",4.32988,"13",11262,"11261",1,168.615950658979,-46.37865455334
"11261.2",4.32988,"13",11262,"11261",1,168.615950658979,-46.428462248582
"11261.3",4.32988,"13",11262,"11261",1,168.566156395178,-46.428462248582
"11261.4",4.32988,"13",11262,"11261",1,168.566156395178,-46.37865455334
"11262",4.22341,"17",11263,"11262",1,168.615950658979,-46.37865455334
"11262.1",4.22341,"17",11263,"11262",1,168.665744922779,-46.37865455334
"11262.2",4.22341,"17",11263,"11262",1,168.665744922779,-46.428462248582
"11262.3",4.22341,"17",11263,"11262",1,168.615950658979,-46.428462248582
"11262.4",4.22341,"17",11263,"11262",1,168.615950658979,-46.37865455334
"11263",4.09812,"13",11264,"11263",1,168.665744922779,-46.37865455334
"11263.1",4.09812,"13",11264,"11263",1,168.71553918658,-46.37865455334
"11263.2",4.09812,"13",11264,"11263",1,168.71553918658,-46.428462248582
"11263.3",4.09812,"13",11264,"11263",1,168.665744922779,-46.428462248582
"11263.4",4.09812,"13",11264,"11263",1,168.665744922779,-46.37865455334
"11264",3.97783,"19",11265,"11264",1,168.71553918658,-46.37865455334
"11264.1",3.97783,"19",11265,"11264",1,168.76533345038,-46.37865455334
"11264.2",3.97783,"19",11265,"11264",1,168.76533345038,-46.428462248582
"11264.3",3.97783,"19",11265,"11264",1,168.71553918658,-46.428462248582
"11264.4",3.97783,"19",11265,"11264",1,168.71553918658,-46.37865455334
"11265",3.90423,"14",11266,"11265",1,168.76533345038,-46.37865455334
"11265.1",3.90423,"14",11266,"11265",1,168.815127714181,-46.37865455334
"11265.2",3.90423,"14",11266,"11265",1,168.815127714181,-46.428462248582
"11265.3",3.90423,"14",11266,"11265",1,168.76533345038,-46.428462248582
"11265.4",3.90423,"14",11266,"11265",1,168.76533345038,-46.37865455334
"11266",3.93119,"19",11267,"11266",1,168.815127714181,-46.37865455334
"11266.1",3.93119,"19",11267,"11266",1,168.864921977981,-46.37865455334
"11266.2",3.93119,"19",11267,"11266",1,168.864921977981,-46.428462248582
"11266.3",3.93119,"19",11267,"11266",1,168.815127714181,-46.428462248582
"11266.4",3.93119,"19",11267,"11266",1,168.815127714181,-46.37865455334
"11267",4.00041,"12",11268,"11267",1,168.864921977981,-46.37865455334
"11267.1",4.00041,"12",11268,"11267",1,168.914716241782,-46.37865455334
"11267.2",4.00041,"12",11268,"11267",1,168.914716241782,-46.428462248582
"11267.3",4.00041,"12",11268,"11267",1,168.864921977981,-46.428462248582
"11267.4",4.00041,"12",11268,"11267",1,168.864921977981,-46.37865455334
"11268",4.14149,"3",11269,"11268",1,168.914716241782,-46.37865455334
"11268.1",4.14149,"3",11269,"11268",1,168.964510505582,-46.37865455334
"11268.2",4.14149,"3",11269,"11268",1,168.964510505582,-46.428462248582
"11268.3",4.14149,"3",11269,"11268",1,168.914716241782,-46.428462248582
"11268.4",4.14149,"3",11269,"11268",1,168.914716241782,-46.37865455334
"11269",4.25542,"0",11270,"11269",1,168.964510505582,-46.37865455334
"11269.1",4.25542,"0",11270,"11269",1,169.014304769383,-46.37865455334
"11269.2",4.25542,"0",11270,"11269",1,169.014304769383,-46.428462248582
"11269.3",4.25542,"0",11270,"11269",1,168.964510505582,-46.428462248582
"11269.4",4.25542,"0",11270,"11269",1,168.964510505582,-46.37865455334
"11270",4.45126,"10",11271,"11270",1,169.014304769383,-46.37865455334
"11270.1",4.45126,"10",11271,"11270",1,169.064099033183,-46.37865455334
"11270.2",4.45126,"10",11271,"11270",1,169.064099033183,-46.428462248582
"11270.3",4.45126,"10",11271,"11270",1,169.014304769383,-46.428462248582
"11270.4",4.45126,"10",11271,"11270",1,169.014304769383,-46.37865455334
"11271",4.74231,"5",11272,"11271",1,169.064099033183,-46.37865455334
"11271.1",4.74231,"5",11272,"11271",1,169.113893296984,-46.37865455334
"11271.2",4.74231,"5",11272,"11271",1,169.113893296984,-46.428462248582
"11271.3",4.74231,"5",11272,"11271",1,169.064099033183,-46.428462248582
"11271.4",4.74231,"5",11272,"11271",1,169.064099033183,-46.37865455334
"11272",5.08478,"3",11273,"11272",1,169.113893296983,-46.37865455334
"11272.1",5.08478,"3",11273,"11272",1,169.163687560784,-46.37865455334
"11272.2",5.08478,"3",11273,"11272",1,169.163687560784,-46.428462248582
"11272.3",5.08478,"3",11273,"11272",1,169.113893296983,-46.428462248582
"11272.4",5.08478,"3",11273,"11272",1,169.113893296983,-46.37865455334
"11273",5.27446,"0",11274,"11273",1,169.163687560784,-46.37865455334
"11273.1",5.27446,"0",11274,"11273",1,169.213481824584,-46.37865455334
"11273.2",5.27446,"0",11274,"11273",1,169.213481824584,-46.428462248582
"11273.3",5.27446,"0",11274,"11273",1,169.163687560784,-46.428462248582
"11273.4",5.27446,"0",11274,"11273",1,169.163687560784,-46.37865455334
"11274",5.41415,"0",11275,"11274",1,169.213481824584,-46.37865455334
"11274.1",5.41415,"0",11275,"11274",1,169.263276088385,-46.37865455334
"11274.2",5.41415,"0",11275,"11274",1,169.263276088385,-46.428462248582
"11274.3",5.41415,"0",11275,"11274",1,169.213481824584,-46.428462248582
"11274.4",5.41415,"0",11275,"11274",1,169.213481824584,-46.37865455334
"11275",5.50693,"0",11276,"11275",1,169.263276088385,-46.37865455334
"11275.1",5.50693,"0",11276,"11275",1,169.313070352185,-46.37865455334
"11275.2",5.50693,"0",11276,"11275",1,169.313070352185,-46.428462248582
"11275.3",5.50693,"0",11276,"11275",1,169.263276088385,-46.428462248582
"11275.4",5.50693,"0",11276,"11275",1,169.263276088385,-46.37865455334
"11276",5.6072,"0",11277,"11276",1,169.313070352185,-46.37865455334
"11276.1",5.6072,"0",11277,"11276",1,169.362864615986,-46.37865455334
"11276.2",5.6072,"0",11277,"11276",1,169.362864615986,-46.428462248582
"11276.3",5.6072,"0",11277,"11276",1,169.313070352185,-46.428462248582
"11276.4",5.6072,"0",11277,"11276",1,169.313070352185,-46.37865455334
"11277",5.21344,"0",11278,"11277",1,169.362864615986,-46.37865455334
"11277.1",5.21344,"0",11278,"11277",1,169.412658879786,-46.37865455334
"11277.2",5.21344,"0",11278,"11277",1,169.412658879786,-46.428462248582
"11277.3",5.21344,"0",11278,"11277",1,169.362864615986,-46.428462248582
"11277.4",5.21344,"0",11278,"11277",1,169.362864615986,-46.37865455334
"11278",4.55173,"0",11279,"11278",1,169.412658879786,-46.37865455334
"11278.1",4.55173,"0",11279,"11278",1,169.462453143587,-46.37865455334
"11278.2",4.55173,"0",11279,"11278",1,169.462453143587,-46.428462248582
"11278.3",4.55173,"0",11279,"11278",1,169.412658879786,-46.428462248582
"11278.4",4.55173,"0",11279,"11278",1,169.412658879786,-46.37865455334
"11279",4.19962,"5",11280,"11279",1,169.462453143587,-46.37865455334
"11279.1",4.19962,"5",11280,"11279",1,169.512247407387,-46.37865455334
"11279.2",4.19962,"5",11280,"11279",1,169.512247407387,-46.428462248582
"11279.3",4.19962,"5",11280,"11279",1,169.462453143587,-46.428462248582
"11279.4",4.19962,"5",11280,"11279",1,169.462453143587,-46.37865455334
"11280",3.68237,"6",11281,"11280",1,169.512247407387,-46.37865455334
"11280.1",3.68237,"6",11281,"11280",1,169.562041671188,-46.37865455334
"11280.2",3.68237,"6",11281,"11280",1,169.562041671188,-46.428462248582
"11280.3",3.68237,"6",11281,"11280",1,169.512247407387,-46.428462248582
"11280.4",3.68237,"6",11281,"11280",1,169.512247407387,-46.37865455334
"11281",3.15914,"12",11282,"11281",1,169.562041671188,-46.37865455334
"11281.1",3.15914,"12",11282,"11281",1,169.611835934988,-46.37865455334
"11281.2",3.15914,"12",11282,"11281",1,169.611835934988,-46.428462248582
"11281.3",3.15914,"12",11282,"11281",1,169.562041671188,-46.428462248582
"11281.4",3.15914,"12",11282,"11281",1,169.562041671188,-46.37865455334
"11282",2.88332,"9",11283,"11282",1,169.611835934988,-46.37865455334
"11282.1",2.88332,"9",11283,"11282",1,169.661630198789,-46.37865455334
"11282.2",2.88332,"9",11283,"11282",1,169.661630198789,-46.428462248582
"11282.3",2.88332,"9",11283,"11282",1,169.611835934988,-46.428462248582
"11282.4",2.88332,"9",11283,"11282",1,169.611835934988,-46.37865455334
"11283",2.73289,"12",11284,"11283",1,169.661630198789,-46.37865455334
"11283.1",2.73289,"12",11284,"11283",1,169.711424462589,-46.37865455334
"11283.2",2.73289,"12",11284,"11283",1,169.711424462589,-46.428462248582
"11283.3",2.73289,"12",11284,"11283",1,169.661630198789,-46.428462248582
"11283.4",2.73289,"12",11284,"11283",1,169.661630198789,-46.37865455334
"11284",2.62578,"7",11285,"11284",1,169.711424462589,-46.37865455334
"11284.1",2.62578,"7",11285,"11284",1,169.76121872639,-46.37865455334
"11284.2",2.62578,"7",11285,"11284",1,169.76121872639,-46.428462248582
"11284.3",2.62578,"7",11285,"11284",1,169.711424462589,-46.428462248582
"11284.4",2.62578,"7",11285,"11284",1,169.711424462589,-46.37865455334
"11285",2.56423,"262",11286,"11285",1,169.76121872639,-46.37865455334
"11285.1",2.56423,"262",11286,"11285",1,169.81101299019,-46.37865455334
"11285.2",2.56423,"262",11286,"11285",1,169.81101299019,-46.428462248582
"11285.3",2.56423,"262",11286,"11285",1,169.76121872639,-46.428462248582
"11285.4",2.56423,"262",11286,"11285",1,169.76121872639,-46.37865455334
"11286",4.21124,"899",11287,"11286",1,168.267390812375,-46.428462248582
"11286.1",4.21124,"899",11287,"11286",1,168.317185076176,-46.428462248582
"11286.2",4.21124,"899",11287,"11286",1,168.317185076176,-46.478269943824
"11286.3",4.21124,"899",11287,"11286",1,168.267390812375,-46.478269943824
"11286.4",4.21124,"899",11287,"11286",1,168.267390812375,-46.428462248582
"11287",4.2723,"1841",11288,"11287",1,168.366979339976,-46.428462248582
"11287.1",4.2723,"1841",11288,"11287",1,168.416773603777,-46.428462248582
"11287.2",4.2723,"1841",11288,"11287",1,168.416773603777,-46.478269943824
"11287.3",4.2723,"1841",11288,"11287",1,168.366979339976,-46.478269943824
"11287.4",4.2723,"1841",11288,"11287",1,168.366979339976,-46.428462248582
"11288",4.3513,"35",11289,"11288",1,168.416773603777,-46.428462248582
"11288.1",4.3513,"35",11289,"11288",1,168.466567867577,-46.428462248582
"11288.2",4.3513,"35",11289,"11288",1,168.466567867577,-46.478269943824
"11288.3",4.3513,"35",11289,"11288",1,168.416773603777,-46.478269943824
"11288.4",4.3513,"35",11289,"11288",1,168.416773603777,-46.428462248582
"11289",4.43278,"29",11290,"11289",1,168.466567867577,-46.428462248582
"11289.1",4.43278,"29",11290,"11289",1,168.516362131378,-46.428462248582
"11289.2",4.43278,"29",11290,"11289",1,168.516362131378,-46.478269943824
"11289.3",4.43278,"29",11290,"11289",1,168.466567867577,-46.478269943824
"11289.4",4.43278,"29",11290,"11289",1,168.466567867577,-46.428462248582
"11290",4.47008,"17",11291,"11290",1,168.516362131378,-46.428462248582
"11290.1",4.47008,"17",11291,"11290",1,168.566156395178,-46.428462248582
"11290.2",4.47008,"17",11291,"11290",1,168.566156395178,-46.478269943824
"11290.3",4.47008,"17",11291,"11290",1,168.516362131378,-46.478269943824
"11290.4",4.47008,"17",11291,"11290",1,168.516362131378,-46.428462248582
"11291",4.38495,"23",11292,"11291",1,168.566156395178,-46.428462248582
"11291.1",4.38495,"23",11292,"11291",1,168.615950658979,-46.428462248582
"11291.2",4.38495,"23",11292,"11291",1,168.615950658979,-46.478269943824
"11291.3",4.38495,"23",11292,"11291",1,168.566156395178,-46.478269943824
"11291.4",4.38495,"23",11292,"11291",1,168.566156395178,-46.428462248582
"11292",4.29665,"22",11293,"11292",1,168.615950658979,-46.428462248582
"11292.1",4.29665,"22",11293,"11292",1,168.665744922779,-46.428462248582
"11292.2",4.29665,"22",11293,"11292",1,168.665744922779,-46.478269943824
"11292.3",4.29665,"22",11293,"11292",1,168.615950658979,-46.478269943824
"11292.4",4.29665,"22",11293,"11292",1,168.615950658979,-46.428462248582
"11293",4.18871,"29",11294,"11293",1,168.665744922779,-46.428462248582
"11293.1",4.18871,"29",11294,"11293",1,168.71553918658,-46.428462248582
"11293.2",4.18871,"29",11294,"11293",1,168.71553918658,-46.478269943824
"11293.3",4.18871,"29",11294,"11293",1,168.665744922779,-46.478269943824
"11293.4",4.18871,"29",11294,"11293",1,168.665744922779,-46.428462248582
"11294",4.13607,"13",11295,"11294",1,168.71553918658,-46.428462248582
"11294.1",4.13607,"13",11295,"11294",1,168.76533345038,-46.428462248582
"11294.2",4.13607,"13",11295,"11294",1,168.76533345038,-46.478269943824
"11294.3",4.13607,"13",11295,"11294",1,168.71553918658,-46.478269943824
"11294.4",4.13607,"13",11295,"11294",1,168.71553918658,-46.428462248582
"11295",4.06677,"16",11296,"11295",1,168.76533345038,-46.428462248582
"11295.1",4.06677,"16",11296,"11295",1,168.815127714181,-46.428462248582
"11295.2",4.06677,"16",11296,"11295",1,168.815127714181,-46.478269943824
"11295.3",4.06677,"16",11296,"11295",1,168.76533345038,-46.478269943824
"11295.4",4.06677,"16",11296,"11295",1,168.76533345038,-46.428462248582
"11296",4.10368,"10",11297,"11296",1,168.815127714181,-46.428462248582
"11296.1",4.10368,"10",11297,"11296",1,168.864921977981,-46.428462248582
"11296.2",4.10368,"10",11297,"11296",1,168.864921977981,-46.478269943824
"11296.3",4.10368,"10",11297,"11296",1,168.815127714181,-46.478269943824
"11296.4",4.10368,"10",11297,"11296",1,168.815127714181,-46.428462248582
"11297",4.20754,"9",11298,"11297",1,168.864921977981,-46.428462248582
"11297.1",4.20754,"9",11298,"11297",1,168.914716241782,-46.428462248582
"11297.2",4.20754,"9",11298,"11297",1,168.914716241782,-46.478269943824
"11297.3",4.20754,"9",11298,"11297",1,168.864921977981,-46.478269943824
"11297.4",4.20754,"9",11298,"11297",1,168.864921977981,-46.428462248582
"11298",4.37582,"2",11299,"11298",1,168.914716241782,-46.428462248582
"11298.1",4.37582,"2",11299,"11298",1,168.964510505582,-46.428462248582
"11298.2",4.37582,"2",11299,"11298",1,168.964510505582,-46.478269943824
"11298.3",4.37582,"2",11299,"11298",1,168.914716241782,-46.478269943824
"11298.4",4.37582,"2",11299,"11298",1,168.914716241782,-46.428462248582
"11299",4.59485,"0",11300,"11299",1,168.964510505582,-46.428462248582
"11299.1",4.59485,"0",11300,"11299",1,169.014304769383,-46.428462248582
"11299.2",4.59485,"0",11300,"11299",1,169.014304769383,-46.478269943824
"11299.3",4.59485,"0",11300,"11299",1,168.964510505582,-46.478269943824
"11299.4",4.59485,"0",11300,"11299",1,168.964510505582,-46.428462248582
"11300",4.80447,"3",11301,"11300",1,169.014304769383,-46.428462248582
"11300.1",4.80447,"3",11301,"11300",1,169.064099033183,-46.428462248582
"11300.2",4.80447,"3",11301,"11300",1,169.064099033183,-46.478269943824
